GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1500000US250250604004,250250604004,"Block Group 4, Census Tract 604, Suffolk County, Massachusetts",570,133,0,12,59,50,0,12,89,79,43,68,35,41,0,12,0,12,0,12,64,73,34,39,99,68,0,12,57,54,73,54,17,26
1500000US250250604005,250250604005,"Block Group 5, Census Tract 604, Suffolk County, Massachusetts",291,107,48,75,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,26,0,12,27,30,64,89,50,45,26,35,26,32,34,29
1500000US250250605011,250250605011,"Block Group 1, Census Tract 605.01, Suffolk County, Massachusetts",391,83,37,52,18,19,0,12,9,13,0,12,9,14,0,12,35,50,18,28,0,12,28,23,28,25,59,27,37,28,58,43,55,45
1500000US250250605012,250250605012,"Block Group 2, Census Tract 605.01, Suffolk County, Massachusetts",486,98,7,10,58,48,0,12,0,12,30,37,9,13,6,8,0,12,18,19,67,67,56,45,44,38,50,38,52,41,47,42,42,29
1500000US250250605013,250250605013,"Block Group 3, Census Tract 605.01, Suffolk County, Massachusetts",398,63,7,11,10,16,32,29,23,29,0,12,0,12,8,12,6,10,18,19,15,15,22,23,65,32,46,32,25,18,78,47,43,37
1500000US250250605014,250250605014,"Block Group 4, Census Tract 605.01, Suffolk County, Massachusetts",318,69,0,12,0,12,0,12,0,12,0,12,7,11,13,21,7,11,0,12,17,17,17,19,33,41,56,42,44,45,59,44,65,46
1500000US250250605015,250250605015,"Block Group 5, Census Tract 605.01, Suffolk County, Massachusetts",311,59,9,15,25,39,14,17,0,12,9,14,0,12,0,12,13,19,0,12,0,12,11,14,63,39,66,38,43,37,25,27,33,24
1500000US250250606001,250250606001,"Block Group 1, Census Tract 606, Suffolk County, Massachusetts",1421,127,49,40,70,46,13,15,9,14,19,22,0,12,39,48,25,26,32,43,61,50,127,54,202,80,154,78,126,57,198,81,297,87
1500000US250250607001,250250607001,"Block Group 1, Census Tract 607, Suffolk County, Massachusetts",245,56,62,36,73,41,4,10,21,21,4,6,19,17,0,12,31,35,6,10,16,24,8,10,0,12,1,7,0,12,0,12,0,12
1500000US250250607002,250250607002,"Block Group 2, Census Tract 607, Suffolk County, Massachusetts",556,63,94,41,66,35,62,42,46,30,44,35,87,36,17,18,48,27,21,19,34,33,11,13,20,20,6,13,0,12,0,12,0,12
1500000US250250608001,250250608001,"Block Group 1, Census Tract 608, Suffolk County, Massachusetts",291,123,0,12,7,13,61,91,0,12,0,12,9,20,0,12,0,12,0,12,5,13,54,48,17,29,26,32,22,38,39,48,51,58
1500000US250250608002,250250608002,"Block Group 2, Census Tract 608, Suffolk County, Massachusetts",442,148,0,12,0,12,0,12,16,25,57,54,16,25,15,24,0,12,15,25,0,12,83,106,51,46,16,26,102,111,25,37,46,51
1500000US250250608003,250250608003,"Block Group 3, Census Tract 608, Suffolk County, Massachusetts",496,141,0,12,0,12,22,36,0,12,0,12,16,27,10,15,0,12,15,24,12,20,22,38,126,82,48,76,42,50,70,65,113,107
1500000US250250608004,250250608004,"Block Group 4, Census Tract 608, Suffolk County, Massachusetts",894,165,90,104,80,81,25,22,19,30,0,12,16,27,26,31,11,17,13,24,23,40,80,92,117,72,99,70,99,95,118,111,78,69
1500000US250250610001,250250610001,"Block Group 1, Census Tract 610, Suffolk County, Massachusetts",493,97,9,19,24,34,0,12,8,13,29,36,0,12,0,12,34,46,11,16,60,58,55,43,17,19,74,48,76,38,27,23,69,57
1500000US250250610002,250250610002,"Block Group 2, Census Tract 610, Suffolk County, Massachusetts",645,112,146,67,200,92,114,90,19,22,23,38,48,63,12,20,37,59,21,28,15,18,10,16,0,12,0,12,0,12,0,12,0,12
1500000US250250610003,250250610003,"Block Group 3, Census Tract 610, Suffolk County, Massachusetts",171,89,69,79,40,37,0,12,29,45,7,13,10,16,16,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250611011,250250611011,"Block Group 1, Census Tract 611.01, Suffolk County, Massachusetts",231,53,29,24,36,25,51,33,30,28,14,18,32,22,4,6,0,12,5,8,0,12,5,7,0,12,3,5,0,12,0,12,22,29
1500000US250250611012,250250611012,"Block Group 2, Census Tract 611.01, Suffolk County, Massachusetts",806,73,281,67,138,52,140,57,78,42,24,19,21,26,14,21,31,31,19,22,33,30,16,11,0,12,0,12,0,12,4,6,7,10
1500000US250250612001,250250612001,"Block Group 1, Census Tract 612, Suffolk County, Massachusetts",1415,147,32,31,36,28,13,21,0,12,110,81,29,35,9,13,54,36,6,10,107,74,123,81,53,40,118,68,97,83,219,82,409,116
1500000US250250612002,250250612002,"Block Group 2, Census Tract 612, Suffolk County, Massachusetts",259,74,50,48,8,12,17,28,0,12,23,36,26,29,27,43,0,12,0,12,10,15,35,29,21,20,15,17,18,19,9,15,0,12
1500000US250250612003,250250612003,"Block Group 3, Census Tract 612, Suffolk County, Massachusetts",352,80,0,12,27,33,0,12,24,38,8,12,0,12,29,43,0,12,38,47,17,21,39,32,22,25,73,44,48,48,10,15,17,27
1500000US250250701011,250250701011,"Block Group 1, Census Tract 701.01, Suffolk County, Massachusetts",598,119,28,33,0,12,14,23,0,12,0,12,55,68,0,12,15,24,0,12,15,25,10,15,15,24,99,88,86,95,59,48,202,109
1500000US250250701012,250250701012,"Block Group 2, Census Tract 701.01, Suffolk County, Massachusetts",111,85,34,53,0,12,11,18,0,12,48,67,18,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250701013,250250701013,"Block Group 3, Census Tract 701.01, Suffolk County, Massachusetts",366,97,21,25,79,72,14,23,0,12,0,12,0,12,0,12,0,12,0,12,10,16,15,24,15,29,61,60,17,27,17,27,117,68
1500000US250250701014,250250701014,"Block Group 4, Census Tract 701.01, Suffolk County, Massachusetts",592,140,47,45,0,12,13,21,28,32,0,12,11,17,14,24,16,26,0,12,30,35,74,65,59,47,72,82,36,32,59,75,133,79
1500000US250250701015,250250701015,"Block Group 5, Census Tract 701.01, Suffolk County, Massachusetts",92,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,29,0,12,0,12,11,18,54,38
1500000US250250701016,250250701016,"Block Group 6, Census Tract 701.01, Suffolk County, Massachusetts",396,121,187,66,0,12,0,12,41,40,0,12,0,12,0,12,17,26,0,12,0,12,0,12,32,37,0,12,0,12,15,25,104,88
1500000US250250701017,250250701017,"Block Group 7, Census Tract 701.01, Suffolk County, Massachusetts",564,145,208,135,42,42,17,27,38,32,0,12,29,32,13,23,0,12,31,50,14,22,51,62,36,60,23,29,0,12,31,37,31,35
1500000US250250701018,250250701018,"Block Group 8, Census Tract 701.01, Suffolk County, Massachusetts",122,87,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,33,37,0,12,13,20,60,76
1500000US250250702001,250250702001,"Block Group 1, Census Tract 702, Suffolk County, Massachusetts",509,113,160,70,9,14,36,35,16,20,0,12,14,15,50,60,0,12,44,54,107,82,0,12,16,19,11,16,10,17,8,13,28,27
1500000US250250702002,250250702002,"Block Group 2, Census Tract 702, Suffolk County, Massachusetts",503,116,58,53,71,51,84,72,75,68,13,20,21,19,20,22,0,12,8,12,47,65,37,39,24,25,0,12,11,22,34,39,0,12
1500000US250250702003,250250702003,"Block Group 3, Census Tract 702, Suffolk County, Massachusetts",646,117,183,94,187,91,20,23,28,27,59,56,9,15,8,13,0,12,0,12,42,51,20,23,18,20,4,7,9,15,10,16,49,34
1500000US250250703001,250250703001,"Block Group 1, Census Tract 703, Suffolk County, Massachusetts",549,111,54,44,31,50,31,30,45,71,0,12,14,22,0,12,0,12,4,9,31,34,18,29,31,36,54,44,27,31,89,76,120,79
1500000US250250703002,250250703002,"Block Group 2, Census Tract 703, Suffolk County, Massachusetts",475,121,0,12,11,26,14,23,76,70,0,12,58,64,0,12,0,12,0,12,56,69,0,12,30,35,48,48,60,52,58,72,64,43
1500000US250250703003,250250703003,"Block Group 3, Census Tract 703, Suffolk County, Massachusetts",710,133,39,37,25,28,97,88,17,26,9,15,15,24,38,38,15,24,23,26,147,111,29,32,12,19,27,32,0,12,71,74,146,98
1500000US250250703004,250250703004,"Block Group 4, Census Tract 703, Suffolk County, Massachusetts",727,104,12,19,11,17,0,12,51,71,11,17,0,12,33,37,0,12,0,12,69,63,29,34,26,31,52,38,53,67,168,108,212,67
1500000US250250704021,250250704021,"Block Group 1, Census Tract 704.02, Suffolk County, Massachusetts",686,47,157,43,167,55,67,29,61,32,29,20,38,23,36,24,25,19,4,6,18,14,33,24,8,10,7,8,0,12,32,21,4,7
1500000US250250705001,250250705001,"Block Group 1, Census Tract 705, Suffolk County, Massachusetts",1204,165,38,43,27,30,0,12,45,72,0,12,0,12,20,31,0,12,0,12,59,38,56,55,126,74,75,59,209,121,222,125,327,129
1500000US250250705002,250250705002,"Block Group 2, Census Tract 705, Suffolk County, Massachusetts",424,138,188,134,35,40,38,46,60,96,0,12,0,12,0,12,0,12,10,22,18,30,14,26,12,21,0,12,33,42,16,25,0,12
1500000US250250705003,250250705003,"Block Group 3, Census Tract 705, Suffolk County, Massachusetts",695,138,28,32,14,23,38,39,35,38,69,53,9,15,14,24,22,34,0,12,0,12,39,45,26,32,43,66,19,31,140,96,199,71
1500000US250250705004,250250705004,"Block Group 4, Census Tract 705, Suffolk County, Massachusetts",653,111,52,49,72,53,53,61,44,60,36,43,0,12,31,55,0,12,0,12,19,31,50,47,21,32,52,49,47,48,30,33,146,62
1500000US250250706001,250250706001,"Block Group 1, Census Tract 706, Suffolk County, Massachusetts",625,92,32,31,0,12,0,12,11,17,13,20,11,17,9,14,0,12,0,12,21,22,97,65,95,71,52,35,50,36,71,42,163,61
1500000US250250706002,250250706002,"Block Group 2, Census Tract 706, Suffolk County, Massachusetts",636,85,0,12,0,12,0,12,0,12,9,13,12,20,0,12,18,21,29,26,49,54,10,15,118,67,89,54,36,28,48,34,218,58
1500000US250250707001,250250707001,"Block Group 1, Census Tract 707, Suffolk County, Massachusetts",763,100,36,43,37,46,0,12,73,61,19,15,37,25,27,28,94,72,19,21,42,43,21,23,54,45,67,47,9,17,83,59,145,62
1500000US250250707002,250250707002,"Block Group 2, Census Tract 707, Suffolk County, Massachusetts",598,94,24,24,43,47,10,15,0,12,0,12,0,12,0,12,0,12,42,53,33,30,53,43,25,27,64,47,103,67,41,32,160,60
1500000US250250708001,250250708001,"Block Group 1, Census Tract 708, Suffolk County, Massachusetts",945,176,129,89,45,56,0,12,23,42,19,31,0,12,53,70,55,69,0,12,158,141,58,60,81,76,53,52,73,68,69,50,129,73
1500000US250250708002,250250708002,"Block Group 2, Census Tract 708, Suffolk County, Massachusetts",646,133,162,112,0,12,12,22,39,39,0,12,15,27,0,12,0,12,26,33,31,38,22,33,123,99,33,39,35,49,38,45,110,92
1500000US250250708003,250250708003,"Block Group 3, Census Tract 708, Suffolk County, Massachusetts",449,107,43,56,22,35,0,12,0,12,24,29,0,12,0,12,0,12,10,14,0,12,16,26,13,20,50,52,62,71,42,54,167,75
1500000US250250709001,250250709001,"Block Group 1, Census Tract 709, Suffolk County, Massachusetts",1049,135,159,79,38,30,21,25,61,38,29,25,43,41,45,43,55,34,77,76,43,30,11,17,75,34,107,58,45,32,67,41,173,71
1500000US250250709002,250250709002,"Block Group 2, Census Tract 709, Suffolk County, Massachusetts",490,85,64,39,37,34,54,38,53,42,19,22,33,38,0,12,22,29,6,11,21,34,66,59,31,29,19,22,9,17,15,16,41,53
1500000US250250711011,250250711011,"Block Group 1, Census Tract 711.01, Suffolk County, Massachusetts",905,155,181,103,157,93,92,86,0,12,0,12,0,12,66,57,0,12,5,15,44,48,0,12,33,39,39,33,60,58,87,59,141,98
1500000US250250711012,250250711012,"Block Group 2, Census Tract 711.01, Suffolk County, Massachusetts",624,119,63,51,35,39,0,12,0,12,16,27,18,30,0,12,0,12,0,12,0,12,48,46,22,36,63,55,14,24,113,65,232,99
1500000US250250711013,250250711013,"Block Group 3, Census Tract 711.01, Suffolk County, Massachusetts",567,137,231,141,0,12,62,73,42,51,0,12,31,44,19,31,36,41,0,12,0,12,0,12,14,22,17,29,74,95,4,13,37,39
1500000US250250712011,250250712011,"Block Group 1, Census Tract 712.01, Suffolk County, Massachusetts",715,113,64,51,23,18,33,23,32,25,10,15,0,12,9,13,12,17,15,16,25,19,34,31,68,36,98,57,64,45,57,36,171,73
1500000US250250712012,250250712012,"Block Group 2, Census Tract 712.01, Suffolk County, Massachusetts",643,101,182,93,76,59,37,39,82,67,36,42,34,26,22,34,15,23,9,15,39,40,30,29,32,27,17,17,13,19,9,14,10,15
1500000US250250801001,250250801001,"Block Group 1, Census Tract 801, Suffolk County, Massachusetts",427,56,81,40,28,27,14,18,62,48,36,31,44,33,19,18,25,22,5,7,8,13,57,36,37,27,6,11,5,9,0,12,0,12
1500000US250250801002,250250801002,"Block Group 2, Census Tract 801, Suffolk County, Massachusetts",266,55,42,27,33,35,12,12,21,24,11,16,9,11,18,27,23,24,10,15,31,24,10,17,32,35,5,8,0,12,9,14,0,12
1500000US250250803001,250250803001,"Block Group 1, Census Tract 803, Suffolk County, Massachusetts",801,66,120,54,70,41,123,75,60,42,58,45,33,28,63,49,34,29,8,11,96,61,20,18,47,23,12,14,11,12,35,44,11,13
1500000US250250804011,250250804011,"Block Group 1, Census Tract 804.01, Suffolk County, Massachusetts",528,86,76,47,25,24,50,42,24,26,36,31,18,21,7,13,40,36,9,13,79,48,31,24,51,46,37,44,28,24,17,19,0,12
1500000US250250804012,250250804012,"Block Group 2, Census Tract 804.01, Suffolk County, Massachusetts",818,79,303,85,120,58,70,45,16,19,10,17,5,8,7,11,15,22,25,23,57,48,58,50,56,48,12,20,53,34,0,12,11,14
1500000US250250805001,250250805001,"Block Group 1, Census Tract 805, Suffolk County, Massachusetts",446,84,42,37,74,44,44,37,50,45,43,40,8,15,52,51,19,29,28,34,17,29,0,12,31,31,21,34,0,12,0,12,17,18
1500000US250250805002,250250805002,"Block Group 2, Census Tract 805, Suffolk County, Massachusetts",908,97,239,83,137,62,68,41,126,78,127,65,0,12,21,25,57,41,4,10,14,23,57,50,28,33,30,44,0,12,0,12,0,12
1500000US250250806011,250250806011,"Block Group 1, Census Tract 806.01, Suffolk County, Massachusetts",355,61,79,34,45,32,31,24,19,26,8,9,18,20,0,12,21,16,34,39,36,38,13,21,16,16,24,25,4,7,0,12,7,9
1500000US250250806012,250250806012,"Block Group 2, Census Tract 806.01, Suffolk County, Massachusetts",295,55,77,39,38,29,32,29,52,36,43,39,7,13,29,26,5,8,0,12,0,12,12,13,0,12,0,12,0,12,0,12,0,12
1500000US250250806013,250250806013,"Block Group 3, Census Tract 806.01, Suffolk County, Massachusetts",284,67,146,62,26,27,19,24,8,10,6,10,10,10,11,17,5,7,8,12,23,27,4,7,0,12,13,21,5,8,0,12,0,12
1500000US250250808011,250250808011,"Block Group 1, Census Tract 808.01, Suffolk County, Massachusetts",334,75,50,32,103,53,5,8,35,46,0,12,33,32,39,37,9,10,0,12,50,43,10,15,0,12,0,12,0,12,0,12,0,12
1500000US250250808012,250250808012,"Block Group 2, Census Tract 808.01, Suffolk County, Massachusetts",583,75,141,57,14,12,76,54,13,14,90,63,40,33,55,50,3,5,25,26,50,38,27,28,38,24,5,7,0,12,6,9,0,12
1500000US250250809001,250250809001,"Block Group 1, Census Tract 809, Suffolk County, Massachusetts",633,97,130,61,31,32,34,28,16,17,5,9,5,9,15,17,37,25,90,64,73,42,82,46,10,15,30,25,13,24,62,55,0,12
1500000US250250809002,250250809002,"Block Group 2, Census Tract 809, Suffolk County, Massachusetts",449,110,55,44,10,12,0,12,39,33,0,12,14,22,41,47,20,20,6,9,49,59,77,67,71,39,24,40,33,24,10,16,0,12
1500000US250250809003,250250809003,"Block Group 3, Census Tract 809, Suffolk County, Massachusetts",367,83,27,29,59,56,5,8,59,53,5,8,0,12,0,12,0,12,0,12,43,33,45,47,58,46,0,12,20,24,34,36,12,14
1500000US250250810011,250250810011,"Block Group 1, Census Tract 810.01, Suffolk County, Massachusetts",221,70,6,9,13,23,8,14,11,18,25,39,18,29,13,22,24,37,22,33,15,25,21,35,29,33,16,26,0,12,0,12,0,12
1500000US250250810012,250250810012,"Block Group 2, Census Tract 810.01, Suffolk County, Massachusetts",1251,133,405,134,269,124,153,104,81,66,53,46,95,70,13,29,0,12,0,12,8,12,28,33,28,32,91,74,0,12,27,34,0,12
1500000US250250810013,250250810013,"Block Group 3, Census Tract 810.01, Suffolk County, Massachusetts",245,93,41,67,6,11,0,12,0,12,0,12,16,27,14,22,0,12,0,12,0,12,0,12,52,42,47,34,0,12,19,30,50,63
1500000US250250810014,250250810014,"Block Group 4, Census Tract 810.01, Suffolk County, Massachusetts",442,98,77,50,39,63,12,18,33,37,87,84,9,15,36,34,21,25,11,19,7,12,56,54,25,29,0,12,29,36,0,12,0,12
1500000US250250811001,250250811001,"Block Group 1, Census Tract 811, Suffolk County, Massachusetts",396,80,76,42,45,33,11,16,0,12,28,36,27,40,25,27,11,17,0,12,32,35,10,15,29,27,22,27,32,28,15,22,33,29
1500000US250250811002,250250811002,"Block Group 2, Census Tract 811, Suffolk County, Massachusetts",835,107,185,93,125,62,30,21,36,31,11,13,13,14,22,27,8,11,18,23,86,67,57,43,88,48,45,46,76,61,6,11,29,29
1500000US250250811003,250250811003,"Block Group 3, Census Tract 811, Suffolk County, Massachusetts",397,62,40,28,45,28,0,12,7,11,0,12,18,17,8,12,29,35,31,26,31,26,45,31,38,39,32,29,16,23,49,45,8,16
1500000US250250812001,250250812001,"Block Group 1, Census Tract 812, Suffolk County, Massachusetts",799,96,246,74,136,65,96,61,81,50,48,33,14,22,71,57,30,32,7,14,15,24,16,25,8,12,31,24,0,12,0,12,0,12
1500000US250250812002,250250812002,"Block Group 2, Census Tract 812, Suffolk County, Massachusetts",424,74,20,14,18,29,13,15,21,30,0,12,33,31,14,23,43,51,5,12,20,24,44,34,41,36,82,53,53,38,17,24,0,12
1500000US250250813001,250250813001,"Block Group 1, Census Tract 813, Suffolk County, Massachusetts",724,161,140,100,141,98,87,86,53,59,50,67,22,32,19,34,38,45,0,12,31,36,0,12,77,74,34,39,32,51,0,12,0,12
1500000US250250813002,250250813002,"Block Group 2, Census Tract 813, Suffolk County, Massachusetts",785,180,61,69,107,81,185,102,47,74,0,12,47,77,54,69,35,47,59,75,0,12,33,41,89,87,17,31,51,79,0,12,0,12
1500000US250250813003,250250813003,"Block Group 3, Census Tract 813, Suffolk County, Massachusetts",617,181,137,108,119,85,14,22,150,117,0,12,0,12,0,12,0,12,15,26,39,46,48,77,18,31,28,50,0,12,36,43,13,21
1500000US250250814001,250250814001,"Block Group 1, Census Tract 814, Suffolk County, Massachusetts",450,61,57,36,85,42,4,8,28,33,19,22,28,32,20,22,10,14,19,21,45,37,51,44,29,29,11,16,17,23,18,21,9,14
1500000US250250814002,250250814002,"Block Group 2, Census Tract 814, Suffolk County, Massachusetts",254,71,26,29,45,37,0,12,6,10,0,12,22,34,0,12,35,41,15,17,9,15,8,12,40,34,8,14,0,12,20,23,20,17
1500000US250250814003,250250814003,"Block Group 3, Census Tract 814, Suffolk County, Massachusetts",536,73,43,39,50,46,35,31,14,15,65,54,28,43,33,29,24,39,27,33,0,12,56,39,61,39,43,32,26,31,31,30,0,12
1500000US250250815001,250250815001,"Block Group 1, Census Tract 815, Suffolk County, Massachusetts",374,66,18,23,18,21,0,12,69,55,3,5,26,15,0,12,23,22,42,31,13,19,19,14,51,35,43,34,11,13,22,19,16,18
1500000US250250815002,250250815002,"Block Group 2, Census Tract 815, Suffolk County, Massachusetts",476,79,167,70,12,16,17,13,33,29,37,28,45,32,12,14,0,12,12,18,39,31,9,9,37,41,31,31,4,7,12,13,9,14
1500000US250250817001,250250817001,"Block Group 1, Census Tract 817, Suffolk County, Massachusetts",193,58,49,48,0,12,49,40,0,12,0,12,38,44,15,18,0,12,6,11,11,18,11,16,11,18,0,12,0,12,3,9,0,12
1500000US250250817002,250250817002,"Block Group 2, Census Tract 817, Suffolk County, Massachusetts",364,90,155,81,60,46,14,16,0,12,9,15,9,15,31,40,22,34,0,12,11,18,7,10,0,12,8,13,32,32,0,12,6,9
1500000US250250817003,250250817003,"Block Group 3, Census Tract 817, Suffolk County, Massachusetts",319,81,46,45,24,24,39,50,8,12,56,53,0,12,27,39,10,17,0,12,8,13,59,53,8,12,34,39,0,12,0,12,0,12
1500000US250250817004,250250817004,"Block Group 4, Census Tract 817, Suffolk County, Massachusetts",279,72,71,53,35,35,34,38,8,12,0,12,9,15,0,12,60,52,18,21,0,12,12,15,0,12,0,12,7,10,25,22,0,12
1500000US250250817005,250250817005,"Block Group 5, Census Tract 817, Suffolk County, Massachusetts",335,83,24,26,0,12,40,28,5,9,0,12,44,48,40,50,35,41,0,12,33,38,47,46,31,28,0,12,17,21,0,12,19,30
1500000US250250818001,250250818001,"Block Group 1, Census Tract 818, Suffolk County, Massachusetts",454,116,77,68,52,46,7,12,54,53,9,14,0,12,45,51,42,52,9,14,62,44,37,29,13,17,18,29,0,12,0,12,29,36
1500000US250250818002,250250818002,"Block Group 2, Census Tract 818, Suffolk County, Massachusetts",489,108,229,77,19,31,10,15,30,34,59,57,24,38,0,12,10,17,0,12,17,20,41,45,29,37,12,18,9,14,0,12,0,12
1500000US250250818003,250250818003,"Block Group 3, Census Tract 818, Suffolk County, Massachusetts",436,112,109,79,51,47,0,12,9,14,84,71,46,48,0,12,0,12,8,14,48,49,26,42,47,46,8,12,0,12,0,12,0,12
1500000US250250819001,250250819001,"Block Group 1, Census Tract 819, Suffolk County, Massachusetts",323,80,72,45,23,24,19,21,17,27,0,12,27,26,10,16,44,44,22,41,9,14,31,37,12,20,18,20,19,28,0,12,0,12
1500000US250250819002,250250819002,"Block Group 2, Census Tract 819, Suffolk County, Massachusetts",351,92,58,47,63,54,16,18,8,14,0,12,58,54,0,12,6,12,12,18,69,65,35,43,19,30,7,12,0,12,0,12,0,12
1500000US250250819003,250250819003,"Block Group 3, Census Tract 819, Suffolk County, Massachusetts",265,107,68,58,21,35,0,12,0,12,9,29,0,12,0,12,13,16,0,12,93,102,0,12,0,12,0,12,0,12,61,76,0,12
1500000US250250819004,250250819004,"Block Group 4, Census Tract 819, Suffolk County, Massachusetts",474,115,201,117,57,58,83,53,34,41,30,39,1,8,6,11,11,14,8,14,0,12,17,25,6,13,20,31,0,12,0,12,0,12
1500000US250250820001,250250820001,"Block Group 1, Census Tract 820, Suffolk County, Massachusetts",461,94,84,55,45,41,15,23,50,35,7,11,44,47,10,15,23,28,23,29,45,36,14,22,11,16,29,37,42,42,11,18,8,16
1500000US250250820002,250250820002,"Block Group 2, Census Tract 820, Suffolk County, Massachusetts",230,75,49,46,18,20,48,55,0,12,0,12,0,12,9,14,0,12,22,35,43,34,28,34,13,15,0,12,0,12,0,12,0,12
1500000US250250820003,250250820003,"Block Group 3, Census Tract 820, Suffolk County, Massachusetts",469,96,128,87,76,49,41,47,9,14,19,25,0,12,43,43,0,12,0,12,18,28,23,26,38,36,21,36,15,24,16,26,22,25
1500000US250250821001,250250821001,"Block Group 1, Census Tract 821, Suffolk County, Massachusetts",443,128,78,85,153,76,50,56,0,12,39,38,0,12,12,19,0,12,0,12,20,23,58,78,0,12,15,31,18,32,0,12,0,12
1500000US250250821002,250250821002,"Block Group 2, Census Tract 821, Suffolk County, Massachusetts",647,150,282,132,52,58,58,67,13,21,14,22,19,33,0,12,66,65,0,12,62,56,17,29,33,50,31,38,0,12,0,12,0,12
1500000US250250821003,250250821003,"Block Group 3, Census Tract 821, Suffolk County, Massachusetts",1040,172,170,115,239,118,81,66,111,87,97,91,0,12,8,14,37,49,29,33,34,44,46,36,103,74,36,37,0,12,37,58,12,18
1500000US250250901001,250250901001,"Block Group 1, Census Tract 901, Suffolk County, Massachusetts",698,89,247,84,117,66,34,24,31,29,0,12,57,43,33,38,9,13,38,37,15,18,46,37,25,30,46,43,0,12,0,12,0,12
1500000US250250901002,250250901002,"Block Group 2, Census Tract 901, Suffolk County, Massachusetts",294,76,43,42,10,15,35,27,33,35,15,18,9,13,9,14,13,21,8,13,42,47,18,28,44,50,0,12,15,23,0,12,0,12
1500000US250250901003,250250901003,"Block Group 3, Census Tract 901, Suffolk County, Massachusetts",326,80,19,17,54,45,0,12,21,22,19,27,39,45,35,40,0,12,0,12,31,38,15,22,69,50,16,19,0,12,8,14,0,12
1500000US250250901004,250250901004,"Block Group 4, Census Tract 901, Suffolk County, Massachusetts",305,91,75,51,10,16,24,22,0,12,14,20,35,39,0,12,5,8,18,20,16,23,32,33,9,13,19,16,20,30,16,28,12,20
1500000US250250901005,250250901005,"Block Group 5, Census Tract 901, Suffolk County, Massachusetts",184,69,40,38,11,16,10,16,0,12,0,12,12,14,9,17,0,12,0,12,15,23,24,29,0,12,63,49,0,12,0,12,0,12
1500000US250250902001,250250902001,"Block Group 1, Census Tract 902, Suffolk County, Massachusetts",213,61,11,16,47,42,8,11,28,26,22,23,4,6,47,32,17,18,12,18,0,12,0,12,2,6,15,19,0,12,0,12,0,12
1500000US250250902002,250250902002,"Block Group 2, Census Tract 902, Suffolk County, Massachusetts",311,63,69,32,28,29,42,33,76,41,17,19,13,20,11,17,9,14,18,24,15,23,8,14,0,12,0,12,5,7,0,12,0,12
1500000US250250902003,250250902003,"Block Group 3, Census Tract 902, Suffolk County, Massachusetts",290,67,41,27,6,10,30,29,41,44,25,24,11,12,9,11,0,12,20,23,44,33,30,23,8,14,22,18,0,12,0,12,3,5
1500000US250250903001,250250903001,"Block Group 1, Census Tract 903, Suffolk County, Massachusetts",298,100,54,51,41,35,0,12,54,50,0,12,63,60,0,12,0,12,15,26,10,17,0,12,25,29,25,35,0,12,11,17,0,12
